quarter,runway_months,funding_stage,revenue_monthly_k,burn_rate_monthly_k,founder_experience,founder_background,sector,milestones_completed,staff_count,equity_given,outcome
1,36.0,series_a,118.67,81.29,2,business,Healthtech,1,3,33.6,1
2,20.1,series_b,17.31,111.01,13,technical,Fintech,2,3,40.3,1
1,36.0,bootstrap,29.71,36.93,5,business,Healthtech,0,1,1.4,0
7,36.0,series_b,153.07,85.85,7,first_time,Fintech,3,4,44.0,1
3,36.0,bootstrap,101.5,33.15,11,business,Healthtech,0,2,4.5,1
7,36.0,angels,138.92,20.0,10,business,Fintech,0,3,11.8,1
5,36.0,series_a,500.0,77.91,1,technical,Healthtech,3,3,31.3,1
5,36.0,bootstrap,79.91,28.99,14,business,E-commerce,0,0,1.2,0
4,19.2,bootstrap,3.42,21.0,4,technical,SaaS,0,2,2.7,0
7,17.1,bootstrap,1.85,23.72,12,business,AI,0,1,1.5,0
1,36.0,angels,121.23,43.85,13,first_time,Healthtech,0,0,10.1,1
1,36.0,series_a,179.66,94.89,9,business,E-commerce,1,4,32.0,1
4,9.4,bootstrap,2.71,51.38,3,technical,Healthtech,0,0,2.8,0
4,11.4,bootstrap,3.99,21.08,9,first_time,Fintech,1,1,3.2,1
5,36.0,angels,73.36,42.23,4,business,SaaS,1,2,11.7,1
6,8.0,bootstrap,16.66,27.61,13,first_time,Fintech,2,0,1.6,0
5,36.0,seed,119.78,77.14,12,technical,Healthtech,1,3,21.4,1
3,36.0,series_b,63.47,97.18,13,business,Healthtech,1,3,43.1,1
3,29.2,seed,25.33,66.39,13,technical,Healthtech,3,2,21.4,0
7,36.0,series_a,386.17,88.04,3,technical,Fintech,3,3,34.6,1
2,25.3,angels,23.01,41.05,1,technical,AI,0,1,11.4,1
5,36.0,series_a,282.91,100.46,10,business,Healthtech,3,3,34.0,1
5,20.4,bootstrap,10.84,34.97,10,technical,Fintech,0,4,1.6,0
7,2.9,bootstrap,0.09,22.16,13,business,E-commerce,2,0,3.2,0
6,19.5,seed,1.16,61.56,10,technical,AI,2,2,23.5,1
4,14.8,bootstrap,19.74,53.48,13,technical,E-commerce,0,0,0.9,0
3,36.0,series_a,142.08,73.62,6,first_time,Healthtech,3,4,31.9,1
3,15.4,seed,9.22,79.24,2,technical,SaaS,2,1,20.6,0
4,36.0,series_b,70.45,85.62,1,technical,E-commerce,2,2,42.6,1
2,36.0,bootstrap,15.65,23.52,7,technical,Healthtech,0,0,4.5,0
6,20.8,angels,31.87,59.89,1,first_time,AI,3,1,13.0,0
2,36.0,seed,137.81,51.89,8,business,Fintech,2,4,23.5,1
6,8.3,bootstrap,13.73,47.34,7,first_time,E-commerce,1,1,1.4,0
7,36.0,angels,51.12,55.27,4,technical,Healthtech,2,0,12.3,1
8,36.0,seed,71.12,51.9,9,technical,AI,2,2,23.7,1
1,36.0,series_b,71.96,93.93,11,business,AI,2,4,40.7,1
7,27.4,seed,11.79,56.77,1,first_time,E-commerce,0,2,20.6,0
1,12.0,bootstrap,9.7,40.23,8,business,AI,0,2,1.1,0
3,7.7,angels,0.21,78.32,15,business,E-commerce,1,0,11.2,0
2,36.0,angels,33.73,44.44,5,technical,SaaS,1,2,14.8,1
2,9.8,bootstrap,32.04,43.01,12,first_time,E-commerce,2,2,0.8,0
2,36.0,angels,55.7,50.37,6,business,Fintech,0,1,10.5,1
1,36.0,bootstrap,58.71,35.36,5,business,Fintech,0,2,0.7,1
7,10.5,bootstrap,23.07,32.52,13,technical,Healthtech,2,1,1.0,0
1,36.0,angels,16.84,37.14,6,first_time,AI,0,2,11.8,1
4,5.4,bootstrap,7.37,40.03,13,technical,AI,1,1,1.0,0
6,36.0,angels,75.72,45.67,10,technical,Healthtech,2,1,10.4,1
8,24.0,bootstrap,3.3,21.43,13,business,AI,1,0,0.7,0
7,14.3,seed,9.31,80.21,13,first_time,E-commerce,3,3,23.9,0
2,36.0,bootstrap,89.37,36.49,14,first_time,Healthtech,1,1,2.6,1
8,36.0,series_a,79.54,76.58,9,first_time,Healthtech,3,2,33.7,1
6,9.3,bootstrap,17.83,55.1,15,technical,SaaS,0,1,0.9,0
2,36.0,angels,58.81,22.46,1,technical,Healthtech,1,1,11.5,1
4,36.0,bootstrap,65.0,54.09,8,first_time,E-commerce,0,0,4.9,0
8,36.0,bootstrap,50.56,21.8,6,technical,AI,2,2,0.4,1
4,36.0,angels,38.72,53.17,2,business,Fintech,3,1,12.2,0
2,36.0,series_a,156.51,71.18,14,technical,Healthtech,2,2,31.5,1
8,36.0,series_a,79.81,66.15,13,first_time,AI,3,4,30.0,0
8,36.0,bootstrap,63.18,54.71,12,first_time,Fintech,1,0,2.8,0
8,8.2,bootstrap,31.33,62.84,10,technical,AI,3,0,2.8,0
8,36.0,seed,81.42,61.68,10,business,AI,1,2,21.6,1
7,36.0,angels,56.14,55.03,6,technical,SaaS,1,1,12.4,1
4,1.7,bootstrap,3.76,35.85,11,technical,Healthtech,0,2,2.0,0
2,36.0,seed,204.33,90.96,15,first_time,AI,0,2,22.3,0
5,36.0,angels,175.77,20.0,4,business,E-commerce,0,0,14.2,1
2,20.7,seed,17.72,70.66,6,technical,Healthtech,1,2,23.6,0
4,13.9,angels,3.02,39.09,2,first_time,Healthtech,0,1,11.4,1
6,36.0,angels,31.54,20.0,14,technical,AI,3,2,11.2,1
8,3.6,bootstrap,13.6,29.59,8,first_time,SaaS,1,1,3.6,1
3,36.0,seed,81.31,92.72,9,first_time,E-commerce,1,0,21.1,0
3,3.1,bootstrap,5.92,25.16,4,business,Fintech,1,1,4.5,0
6,21.7,seed,35.01,76.86,1,first_time,SaaS,0,3,24.2,0
1,36.0,seed,61.65,82.98,13,business,SaaS,0,3,21.3,0
5,18.5,seed,9.0,64.81,13,business,Healthtech,2,3,24.0,1
6,15.8,bootstrap,5.68,36.81,6,first_time,E-commerce,2,1,1.0,0
5,36.0,bootstrap,39.26,20.0,12,technical,AI,3,0,0.1,1
4,15.9,angels,6.79,39.26,9,first_time,AI,1,1,14.8,1
7,36.0,angels,178.35,63.61,10,business,AI,2,4,13.8,1
3,36.0,series_a,129.23,80.91,3,first_time,Fintech,1,2,32.4,1
6,36.0,angels,115.38,55.51,10,first_time,Fintech,2,0,14.2,1
4,24.8,series_a,22.63,82.0,3,first_time,E-commerce,3,1,30.4,1
1,6.2,bootstrap,11.4,67.88,4,first_time,SaaS,0,1,3.7,0
5,36.0,angels,96.96,43.54,6,business,Healthtech,2,0,14.8,0
1,5.0,bootstrap,16.79,59.08,4,business,SaaS,0,2,4.1,0
8,36.0,seed,355.38,67.0,14,first_time,E-commerce,3,1,22.2,1
5,7.8,bootstrap,37.2,60.41,1,first_time,Fintech,1,1,1.7,1
3,36.0,bootstrap,125.61,20.0,14,first_time,Healthtech,1,1,4.5,1
4,29.6,seed,24.33,67.77,3,business,Fintech,1,3,21.5,0
5,36.0,angels,158.3,44.09,14,technical,Fintech,1,2,14.7,1
3,12.3,bootstrap,4.34,37.09,6,first_time,E-commerce,0,1,1.6,0
3,36.0,bootstrap,50.27,53.34,14,first_time,AI,2,1,0.6,1
4,36.0,angels,49.98,55.68,9,technical,Fintech,0,1,11.2,1
3,1.7,bootstrap,0.75,53.31,8,technical,Fintech,1,1,2.6,0
7,16.5,bootstrap,0.43,24.95,2,technical,AI,1,2,0.7,0
1,36.0,seed,110.07,52.66,7,first_time,Healthtech,2,1,21.9,1
7,5.0,bootstrap,6.65,35.24,9,technical,Fintech,3,0,4.5,0
3,19.5,angels,11.83,49.42,15,business,SaaS,2,1,10.5,0
5,36.0,angels,166.04,47.21,4,first_time,Fintech,2,0,13.1,1
2,5.5,bootstrap,4.28,20.62,2,first_time,E-commerce,0,1,2.0,0
4,13.1,bootstrap,15.31,52.98,4,business,SaaS,0,0,3.2,0
7,8.1,bootstrap,9.86,29.56,4,technical,Healthtech,1,2,2.4,0
3,26.8,bootstrap,45.94,56.39,15,technical,Healthtech,1,1,4.4,0
2,36.0,bootstrap,57.67,35.19,3,business,E-commerce,0,0,2.0,0
5,36.0,series_a,67.72,89.73,15,business,Healthtech,2,3,32.5,0
2,36.0,series_a,160.04,88.37,2,technical,E-commerce,0,4,30.7,1
3,29.0,angels,12.07,37.64,13,first_time,Healthtech,2,0,12.5,0
4,36.0,angels,138.47,55.51,7,business,AI,0,0,10.6,0
5,9.1,angels,3.14,78.92,1,first_time,AI,1,2,12.9,0
6,36.0,series_a,213.89,83.77,10,technical,Healthtech,2,2,32.1,1
6,17.1,bootstrap,21.63,48.52,11,business,AI,1,0,3.9,0
7,4.6,bootstrap,23.62,45.4,13,technical,AI,2,1,2.1,0
1,36.0,bootstrap,44.26,39.61,3,business,Healthtech,0,0,3.2,1
3,9.5,bootstrap,8.02,37.8,10,technical,Fintech,1,0,0.3,0
1,31.0,bootstrap,28.24,43.21,9,technical,Fintech,0,1,3.6,1
1,36.0,series_a,86.6,91.45,7,business,AI,0,2,34.8,1
2,36.0,series_a,110.9,59.72,14,technical,Fintech,2,2,32.2,1
5,18.3,bootstrap,14.17,38.71,7,business,E-commerce,0,1,0.0,0
8,15.1,angels,6.23,47.24,6,technical,SaaS,1,1,13.0,1
7,36.0,angels,128.02,44.13,8,first_time,E-commerce,0,0,10.7,1
6,36.0,angels,49.8,69.44,14,technical,Healthtech,1,1,12.3,0
7,36.0,angels,26.81,39.0,14,first_time,Fintech,1,3,10.2,0
2,36.0,bootstrap,35.28,20.0,11,technical,AI,0,1,2.2,1
7,22.0,series_a,26.65,91.94,2,business,E-commerce,3,4,34.4,1
8,36.0,series_b,433.28,73.69,5,first_time,E-commerce,3,4,40.7,1
1,36.0,seed,9.22,36.08,1,technical,AI,1,4,22.5,1
4,36.0,seed,72.83,78.62,2,first_time,Fintech,3,2,21.3,1
7,36.0,angels,176.01,52.38,13,business,Healthtech,2,1,11.3,1
4,36.0,bootstrap,85.74,42.09,13,technical,E-commerce,1,2,3.2,1
7,6.0,bootstrap,8.15,28.36,2,first_time,E-commerce,1,1,3.7,0
8,31.4,angels,3.53,29.23,7,business,Fintech,2,2,14.4,0
4,36.0,bootstrap,15.18,20.0,5,business,E-commerce,1,0,1.4,0
1,25.5,series_a,24.34,75.92,2,technical,Healthtech,2,4,30.4,1
3,36.0,angels,35.17,30.91,6,business,SaaS,1,1,12.2,1
2,15.6,angels,13.37,54.61,2,first_time,Fintech,2,1,12.9,1
4,4.8,bootstrap,0.95,28.06,12,first_time,E-commerce,0,3,3.7,0
5,32.1,series_b,43.67,97.78,15,first_time,E-commerce,2,3,43.8,1
4,36.0,bootstrap,88.79,37.33,7,technical,E-commerce,0,0,4.3,1
2,12.7,bootstrap,3.7,40.8,4,technical,SaaS,1,1,0.2,1
3,6.6,bootstrap,9.23,42.49,8,business,Fintech,0,1,4.9,1
6,36.0,seed,47.38,59.84,15,technical,E-commerce,3,2,24.8,1
1,36.0,series_b,190.94,97.76,3,technical,Fintech,1,4,40.2,1
2,36.0,bootstrap,51.78,38.54,11,technical,Healthtech,0,0,1.6,1
8,36.0,series_a,100.28,43.57,2,first_time,SaaS,2,4,33.8,1
1,36.0,bootstrap,84.16,44.7,5,first_time,SaaS,2,2,2.4,0
4,21.4,seed,20.38,67.25,7,technical,Fintech,1,3,20.0,0
2,36.0,bootstrap,56.95,43.46,6,business,Fintech,0,1,1.8,1
1,36.0,angels,35.59,30.7,3,first_time,Healthtech,2,3,12.9,1
4,36.0,seed,118.14,60.26,12,business,Fintech,2,3,24.4,1
5,19.9,angels,7.3,33.63,11,business,Healthtech,1,0,14.1,0
2,11.6,bootstrap,22.71,46.17,7,technical,E-commerce,1,0,4.7,1
1,36.0,series_a,125.45,58.92,7,business,AI,1,3,32.3,1
2,36.0,series_b,224.39,81.07,2,first_time,E-commerce,1,3,44.0,1
6,36.0,angels,311.67,58.01,10,technical,AI,2,0,10.5,1
7,36.0,seed,233.21,55.56,4,business,AI,3,4,22.6,1
2,36.0,seed,55.46,51.07,5,first_time,E-commerce,2,2,24.6,1
3,4.7,bootstrap,11.42,48.6,13,first_time,Fintech,0,1,4.2,0
3,36.0,series_a,58.5,94.22,10,business,Healthtech,1,4,33.3,1
3,36.0,bootstrap,101.18,45.83,11,technical,AI,1,1,0.7,0
2,16.7,seed,20.79,77.73,4,technical,AI,3,3,20.9,1
1,36.0,bootstrap,114.66,31.53,8,first_time,Fintech,0,0,3.4,1
5,36.0,bootstrap,37.87,31.93,1,business,SaaS,1,0,1.6,0
3,36.0,angels,26.33,40.28,4,technical,Fintech,0,2,11.6,1
3,36.0,angels,125.85,52.52,13,business,Fintech,1,2,14.2,1
3,36.0,series_a,44.99,72.08,8,first_time,E-commerce,2,3,30.1,1
8,36.0,series_b,191.89,88.5,10,technical,AI,3,4,42.0,1
5,4.9,bootstrap,15.97,44.0,12,technical,AI,1,1,1.2,0
4,13.9,bootstrap,20.76,52.77,15,business,AI,2,0,0.1,0
2,36.0,angels,82.11,55.97,2,technical,E-commerce,0,1,11.1,0
7,33.2,angels,61.96,76.91,9,business,SaaS,2,2,10.9,1
8,18.0,angels,1.2,39.42,15,first_time,E-commerce,1,1,12.5,1
1,36.0,series_a,58.09,52.43,3,technical,E-commerce,1,4,32.2,1
8,36.0,seed,59.58,75.72,13,first_time,Fintech,2,3,22.4,0
6,12.8,bootstrap,5.79,23.42,9,first_time,Healthtech,2,0,4.4,0
1,36.0,angels,61.84,45.89,5,business,SaaS,1,2,12.5,0
7,36.0,seed,49.64,38.45,12,first_time,SaaS,2,3,23.2,0
1,36.0,angels,75.34,36.51,14,business,SaaS,1,2,13.2,1
1,21.7,bootstrap,0.17,20.0,3,business,Healthtech,2,0,2.6,0
1,36.0,angels,170.08,43.49,11,technical,Fintech,0,1,11.5,1
4,30.5,angels,18.59,44.08,15,first_time,AI,1,1,14.5,0
5,15.7,bootstrap,14.66,36.35,10,business,Healthtech,2,0,2.2,0
4,36.0,seed,49.07,83.6,9,business,E-commerce,0,2,22.9,0
1,9.0,bootstrap,8.74,45.15,3,first_time,SaaS,0,0,2.8,0
2,36.0,angels,32.34,25.67,7,business,AI,1,1,14.1,1
7,29.2,angels,34.76,59.12,14,technical,AI,2,1,12.7,1
8,15.9,series_a,0.33,81.68,12,technical,SaaS,3,4,32.3,0
7,22.6,bootstrap,12.42,33.53,7,first_time,E-commerce,2,2,2.3,0
1,10.2,bootstrap,1.1,34.66,5,technical,Healthtech,0,3,3.9,0
7,36.0,bootstrap,33.76,38.07,13,business,Fintech,0,1,1.6,0
6,36.0,angels,62.53,39.62,15,first_time,Healthtech,2,1,14.7,1
5,36.0,bootstrap,25.4,32.26,5,technical,AI,2,1,4.2,0
2,36.0,seed,61.82,82.76,13,business,SaaS,1,2,20.7,0
8,36.0,bootstrap,22.08,24.44,5,technical,E-commerce,1,1,1.6,1
4,36.0,bootstrap,63.12,20.0,13,first_time,Healthtech,0,0,4.5,1
1,19.0,angels,13.63,49.07,15,first_time,AI,1,0,11.4,0
2,36.0,seed,77.5,48.04,10,technical,Fintech,0,3,21.6,1
4,36.0,series_a,482.88,54.16,8,first_time,AI,1,4,31.1,1
1,36.0,seed,52.75,59.83,5,business,SaaS,2,2,20.3,1
3,14.5,angels,14.32,71.73,1,business,Fintech,0,3,12.4,0
4,36.0,seed,39.04,64.42,1,technical,E-commerce,2,3,23.8,1
8,36.0,seed,44.33,67.68,13,business,Fintech,1,2,23.3,1
1,36.0,bootstrap,15.24,20.0,10,technical,AI,1,0,0.1,1
5,9.8,angels,8.8,56.57,4,technical,SaaS,2,0,12.6,0
8,36.0,seed,63.7,66.4,9,technical,Healthtech,3,2,21.7,1
7,36.0,bootstrap,30.75,25.03,14,business,Healthtech,2,0,3.2,1
8,15.8,seed,10.18,67.7,10,first_time,E-commerce,2,1,22.0,0
2,18.6,angels,11.83,52.55,14,first_time,Fintech,1,3,14.9,0
7,36.0,angels,26.12,34.11,2,business,SaaS,2,0,14.1,1
8,11.1,bootstrap,29.41,39.98,2,business,SaaS,3,0,3.5,1
3,20.8,seed,20.57,82.96,10,first_time,AI,1,3,22.6,1
4,36.0,series_a,51.85,76.58,9,technical,AI,2,2,33.0,1
5,36.0,bootstrap,45.56,21.99,11,business,Healthtech,0,0,2.2,0
4,36.0,angels,161.32,47.34,15,technical,Fintech,1,2,14.0,1
3,7.2,bootstrap,10.02,47.82,2,business,Healthtech,0,0,4.5,0
8,33.0,bootstrap,6.28,20.0,14,business,E-commerce,1,1,5.0,0
8,36.0,series_b,59.87,103.68,1,first_time,Fintech,3,4,43.0,0
4,36.0,angels,59.64,39.83,8,first_time,Healthtech,0,2,13.4,0
7,14.0,angels,5.03,53.63,13,business,Fintech,2,2,12.0,1
4,2.6,bootstrap,0.89,26.54,11,business,Healthtech,0,0,0.0,0
7,36.0,series_b,500.0,86.49,4,technical,AI,3,4,43.5,1
5,7.8,bootstrap,1.58,57.85,10,business,Fintech,1,1,4.7,0
4,36.0,seed,81.22,43.86,14,first_time,SaaS,1,2,24.3,1
2,36.0,bootstrap,53.19,42.28,4,technical,SaaS,1,2,4.4,1
6,6.0,bootstrap,13.75,60.97,15,business,AI,1,0,2.0,0
3,14.9,seed,1.32,75.28,10,technical,E-commerce,2,1,23.6,0
2,36.0,bootstrap,32.33,20.0,2,technical,AI,0,0,3.2,1
2,25.1,seed,11.35,45.78,5,technical,E-commerce,1,1,22.7,0
8,20.3,bootstrap,4.78,23.73,13,first_time,Fintech,0,2,0.8,0
1,36.0,seed,64.15,67.37,6,business,Healthtech,1,2,22.9,0
7,36.0,seed,64.91,68.39,15,first_time,Healthtech,2,1,21.5,0
7,36.0,seed,278.01,45.92,7,technical,SaaS,1,3,23.5,1
1,12.1,bootstrap,1.78,21.91,6,technical,SaaS,0,1,4.7,0
5,36.0,seed,44.39,52.83,13,first_time,AI,2,4,23.6,1
5,36.0,series_b,410.16,92.29,12,business,E-commerce,3,4,41.3,1
3,5.0,bootstrap,3.04,64.77,4,business,AI,2,1,2.3,1
6,36.0,bootstrap,46.34,21.0,12,business,Healthtech,0,2,2.8,1
4,29.5,series_a,16.29,65.35,4,business,AI,3,2,33.6,0
4,36.0,bootstrap,17.35,20.0,14,technical,Healthtech,0,1,0.7,1
4,36.0,seed,94.74,74.53,1,technical,Fintech,3,1,22.6,0
7,25.8,seed,23.51,64.38,10,business,SaaS,1,2,24.3,1
6,16.5,bootstrap,6.56,21.56,3,technical,AI,1,1,0.1,0
4,36.0,angels,42.74,44.56,11,first_time,Fintech,0,0,13.6,1
8,36.0,angels,19.76,38.13,15,first_time,SaaS,1,2,14.4,1
7,36.0,bootstrap,48.14,39.44,11,first_time,Healthtech,1,1,4.0,1
8,36.0,series_a,132.09,120.27,7,technical,SaaS,3,3,34.7,1
6,7.7,bootstrap,0.46,43.26,13,first_time,Fintech,1,1,3.9,1
4,14.6,angels,16.37,48.61,3,technical,SaaS,1,2,12.6,0
7,36.0,series_a,51.45,70.03,9,technical,Fintech,3,2,32.4,0
3,15.6,bootstrap,6.37,20.0,15,technical,SaaS,1,1,0.2,1
3,36.0,series_a,211.42,91.01,6,technical,SaaS,1,3,30.1,1
4,36.0,bootstrap,81.8,45.19,1,business,Fintech,1,1,3.2,0
8,23.2,angels,7.17,43.01,7,technical,Fintech,3,2,11.4,0
5,7.3,bootstrap,11.27,53.2,8,technical,SaaS,0,1,1.5,1
4,22.3,seed,8.74,65.32,13,technical,SaaS,3,1,24.0,0
4,19.0,seed,16.48,76.62,13,technical,E-commerce,1,2,20.6,1
3,36.0,series_a,236.36,84.44,6,technical,SaaS,2,3,31.4,0
6,34.6,series_b,42.64,92.34,12,business,SaaS,3,4,43.4,1
3,36.0,seed,101.25,50.68,3,technical,SaaS,1,2,20.2,1
5,36.0,seed,42.55,62.82,3,business,E-commerce,2,1,22.6,1
3,36.0,angels,132.28,62.63,10,business,Fintech,0,3,10.4,1
3,29.3,series_a,14.43,72.38,11,technical,Fintech,1,1,33.8,0
8,28.0,seed,30.21,71.6,13,first_time,Fintech,3,2,23.2,1
3,36.0,series_a,74.69,63.76,10,technical,Healthtech,1,3,33.0,0
1,1.4,bootstrap,9.9,46.7,2,first_time,Healthtech,0,0,1.1,0
4,36.0,angels,55.8,54.69,11,business,SaaS,1,2,13.6,1
5,36.0,seed,23.27,46.97,7,first_time,Fintech,1,3,21.5,1
1,36.0,bootstrap,40.43,31.64,4,technical,Healthtech,1,2,2.9,0
3,9.5,bootstrap,7.74,48.97,6,technical,Fintech,0,0,0.5,0
2,36.0,series_b,454.97,76.11,13,first_time,E-commerce,2,2,40.5,1
5,36.0,angels,78.12,33.94,3,first_time,Healthtech,2,2,11.0,1
6,36.0,bootstrap,29.8,33.96,9,business,SaaS,1,0,1.1,0
8,1.9,bootstrap,9.87,67.0,2,technical,Fintech,0,1,0.6,1
4,22.1,angels,2.75,39.91,11,first_time,Healthtech,0,2,10.6,1
7,36.0,seed,44.94,72.43,3,technical,Healthtech,3,2,24.4,1
2,34.4,series_b,44.62,98.9,15,business,E-commerce,3,3,42.8,1
7,23.0,series_b,4.64,86.16,14,business,Healthtech,3,3,43.1,1
5,36.0,seed,86.12,67.42,13,business,Healthtech,1,4,21.4,1
7,36.0,seed,142.21,58.28,6,first_time,AI,2,1,20.3,1
7,23.8,bootstrap,11.05,29.63,12,business,AI,1,3,4.8,1
5,28.0,series_a,5.59,55.08,3,first_time,Healthtech,3,3,30.3,1
3,6.8,bootstrap,0.7,34.63,5,business,AI,0,0,4.1,1
5,36.0,bootstrap,115.0,48.49,2,first_time,E-commerce,2,1,3.3,1
7,36.0,series_b,375.54,95.86,1,first_time,E-commerce,2,4,42.0,1
8,21.0,series_a,19.24,96.36,6,business,SaaS,3,2,33.7,1
8,13.2,bootstrap,34.34,43.7,9,first_time,Healthtech,1,0,3.8,1
2,25.8,seed,26.75,64.11,13,first_time,SaaS,0,4,24.4,1
5,12.5,angels,0.9,40.58,1,technical,E-commerce,3,1,12.7,1
1,14.7,bootstrap,19.39,27.71,7,first_time,AI,0,1,1.1,0
6,21.9,bootstrap,9.34,20.0,11,first_time,Fintech,1,1,2.9,1
8,16.3,bootstrap,6.47,30.99,4,technical,Healthtech,1,1,0.5,0
1,25.7,angels,25.16,52.19,12,first_time,Healthtech,0,1,11.9,1
6,7.5,angels,12.29,75.73,9,technical,Fintech,1,3,13.1,0
8,16.2,angels,12.71,57.92,9,first_time,E-commerce,1,1,11.3,0
7,26.2,bootstrap,6.48,22.03,2,first_time,SaaS,0,0,4.3,0
4,31.7,series_b,15.72,73.41,3,first_time,E-commerce,3,3,44.9,1
1,16.3,seed,2.86,61.9,14,technical,Fintech,0,2,20.4,0
8,36.0,series_a,62.99,92.18,14,first_time,Healthtech,3,3,31.0,1
8,27.7,bootstrap,29.5,31.69,7,first_time,Fintech,3,0,2.4,1
5,17.2,seed,2.46,73.13,9,technical,AI,1,2,20.2,0
8,36.0,series_a,126.54,77.28,9,business,Healthtech,2,4,30.5,1
1,15.8,bootstrap,17.32,45.76,8,business,Healthtech,1,1,4.5,0
5,4.5,bootstrap,0.08,20.0,11,first_time,Fintech,1,1,0.2,0
1,1.8,bootstrap,3.3,59.06,9,business,Healthtech,0,1,1.2,1
8,29.0,bootstrap,4.72,20.0,2,business,E-commerce,2,0,2.1,0
6,13.4,angels,12.3,61.91,2,business,Fintech,2,1,10.1,0
8,23.1,bootstrap,21.12,30.92,13,business,SaaS,2,0,4.1,1
5,11.1,bootstrap,5.61,33.26,12,first_time,Fintech,1,1,4.2,0
1,35.7,seed,36.86,61.38,3,technical,SaaS,1,3,22.0,0
1,36.0,bootstrap,71.52,38.83,1,technical,E-commerce,0,1,1.0,0
3,36.0,bootstrap,125.23,41.86,4,first_time,Healthtech,0,0,4.5,1
6,36.0,seed,63.46,80.88,9,technical,AI,2,3,23.4,1
2,5.2,bootstrap,6.29,56.12,9,first_time,Healthtech,0,1,2.6,0
7,14.5,bootstrap,6.81,39.98,3,first_time,SaaS,1,0,2.0,0
2,7.7,bootstrap,13.83,60.71,3,technical,AI,0,1,2.7,0
4,3.3,bootstrap,13.29,36.39,4,first_time,Healthtech,1,1,1.2,0
2,14.8,angels,15.5,66.16,7,first_time,Fintech,1,2,12.2,0
4,36.0,bootstrap,61.59,41.43,4,business,E-commerce,0,1,3.4,1
4,18.4,bootstrap,16.53,26.76,7,first_time,E-commerce,0,0,2.1,0
1,36.0,series_b,90.55,97.72,1,first_time,Healthtech,3,4,43.4,1
5,36.0,series_a,444.77,87.55,15,first_time,Healthtech,3,3,33.7,1
7,9.0,bootstrap,27.09,34.52,14,first_time,Fintech,1,2,3.8,0
8,36.0,bootstrap,50.45,41.19,6,technical,AI,2,0,2.8,0
3,20.1,angels,34.21,62.98,13,technical,AI,2,1,10.9,1
8,36.0,series_a,263.74,79.65,9,technical,SaaS,3,3,33.5,1
8,36.0,series_a,31.36,35.84,1,business,Fintech,2,3,34.1,1
8,6.0,bootstrap,0.26,60.17,5,business,E-commerce,1,2,0.5,0
3,36.0,bootstrap,46.67,30.54,1,first_time,Fintech,1,0,4.5,0
7,23.8,angels,17.11,37.65,11,technical,Fintech,2,3,14.7,0
5,36.0,series_a,107.92,63.14,12,technical,E-commerce,2,3,33.3,1
1,36.0,series_a,82.31,74.95,10,business,E-commerce,1,3,30.6,0
3,8.8,bootstrap,4.01,26.56,1,first_time,Fintech,0,0,3.3,0
6,26.1,angels,15.56,38.94,4,technical,AI,1,1,11.8,0
2,36.0,bootstrap,92.9,24.77,8,first_time,AI,1,0,1.5,0
4,36.0,seed,272.38,72.95,3,first_time,SaaS,3,2,20.2,1
7,36.0,series_a,81.24,110.46,2,technical,E-commerce,2,4,33.6,0
2,18.9,angels,19.71,62.31,5,technical,Fintech,1,1,12.8,0
4,23.0,bootstrap,30.19,51.84,9,business,AI,0,0,2.3,0
2,36.0,angels,108.75,44.34,2,first_time,Fintech,1,3,11.9,1
5,36.0,angels,171.61,51.57,15,business,AI,2,1,12.1,1
2,22.5,series_a,28.3,86.4,7,technical,SaaS,1,3,32.3,1
8,3.2,bootstrap,7.98,25.11,3,technical,SaaS,1,1,2.4,1
1,23.3,series_a,9.81,73.61,1,first_time,Healthtech,0,2,30.5,0
8,9.3,bootstrap,0.64,47.82,15,business,AI,1,1,1.9,0
7,4.1,bootstrap,9.62,51.35,9,first_time,SaaS,0,1,0.3,0
7,4.1,bootstrap,2.32,36.01,13,technical,AI,2,0,3.9,0
7,36.0,bootstrap,32.27,20.0,12,technical,SaaS,2,0,2.6,1
2,24.1,bootstrap,11.79,30.57,15,business,E-commerce,0,0,4.0,1
8,36.0,seed,21.04,43.38,14,first_time,Healthtech,1,3,22.1,0
5,30.3,bootstrap,23.73,36.13,12,business,E-commerce,2,0,0.8,1
8,17.3,bootstrap,23.91,38.83,13,first_time,AI,2,1,1.5,1
8,9.8,bootstrap,8.65,30.94,13,technical,Healthtech,3,1,1.2,0
5,23.8,bootstrap,28.2,38.63,4,technical,E-commerce,2,1,2.2,1
3,36.0,series_a,339.28,86.25,9,first_time,Healthtech,2,4,33.9,1
1,36.0,series_b,316.06,98.85,15,technical,Healthtech,0,1,40.6,1
1,13.6,bootstrap,2.1,20.0,14,technical,AI,0,2,2.0,0
4,36.0,seed,39.25,61.2,2,technical,Healthtech,1,3,20.5,1
7,36.0,seed,119.03,71.15,2,first_time,E-commerce,3,3,22.0,1
5,36.0,series_b,270.31,118.68,4,first_time,Fintech,2,2,42.9,1
4,4.5,bootstrap,8.45,30.92,12,business,SaaS,3,2,0.3,0
2,36.0,bootstrap,48.91,43.26,6,first_time,SaaS,0,0,0.3,1
5,36.0,angels,47.5,63.17,10,technical,AI,1,0,13.7,1
6,36.0,series_a,255.7,77.05,3,business,AI,3,1,32.0,1
8,36.0,seed,73.47,82.23,1,business,Fintech,1,2,21.8,1
